Task_ID,User_ID,User_Clearance,Policy_Level,Policy_Compartment,Action,Task_Difficulty,Requested_Resources,Decision,Reason,VM_ID,VM_Level,VM_Compartment,Eligible_VM_Count,Allocation_Score,In_Place_Scaled,Resource_Allocated,VM_Remaining_Resources_After,Alloc_Status_Key
1181,user_L5,L5,L5,research,read,medium,5,ALLOWED,GRANTED,vm-18,L5,research,2,0.442615,no,5,12,alloc_status_1181
1182,user_L0,L0,L0,research,exec,easy,3,ALLOWED,GRANTED,vm-07,L0,research,1,0.36836,no,3,181,alloc_status_1182
1183,user_L1,L1,L1,finance,write,easy,3,ALLOWED,GRANTED,vm-20,L1,finance,1,0.371955,no,3,173,alloc_status_1183
1184,user_L2,L2,L2,research,read,easy,3,ALLOWED,GRANTED,vm-09,L2,research,1,0.455085,no,3,55,alloc_status_1184
1185,user_L3,L3,L3,finance,exec,medium,9,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1185
1186,user_L4,L4,L4,research,read,medium,5,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1186
1187,user_L5,L5,L5,finance,read,medium,5,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1187
1188,user_L0,L0,L0,finance,read,easy,3,ALLOWED,GRANTED,vm-13,L0,finance,2,0.167985,no,3,166,alloc_status_1188
1189,user_L1,L1,L1,research,write,easy,3,ALLOWED,GRANTED,vm-02,L1,research,2,0.285885,no,3,170,alloc_status_1189
1190,user_L2,L2,L2,finance,read,easy,4,ALLOWED,GRANTED,vm-03,L2,finance,2,0.322885,no,4,67,alloc_status_1190
1191,user_L3,L3,L3,research,exec,medium,8,ALLOWED,GRANTED,vm-16,L3,research,1,0.44484,no,8,100,alloc_status_1191
1192,user_L4,L4,L4,finance,read,easy,3,ALLOWED,GRANTED,vm-17,L4,finance,2,0.424205,no,3,34,alloc_status_1192
1193,user_L5,L5,L5,research,read,medium,6,ALLOWED,GRANTED,vm-06,L5,research,2,0.44444,no,6,91,alloc_status_1193
1194,user_L0,L0,L0,research,exec,easy,4,ALLOWED,GRANTED,vm-07,L0,research,1,0.37058,no,4,177,alloc_status_1194
1195,user_L1,L1,L1,finance,write,easy,4,ALLOWED,GRANTED,vm-20,L1,finance,1,0.373885,no,4,169,alloc_status_1195
1196,user_L2,L2,L2,research,read,easy,4,ALLOWED,GRANTED,vm-09,L2,research,1,0.457685,no,4,51,alloc_status_1196
1197,user_L3,L3,L3,finance,exec,medium,8,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1197
1198,user_L4,L4,L4,research,read,easy,4,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1198
1199,user_L5,L5,L5,finance,read,medium,5,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1199
1200,user_L0,L0,L0,finance,read,easy,2,ALLOWED,GRANTED,vm-01,L0,finance,2,0.16807,no,2,148,alloc_status_1200
1201,user_L1,L1,L1,research,write,easy,4,ALLOWED,GRANTED,vm-02,L1,research,2,0.289775,no,4,166,alloc_status_1201
1202,user_L2,L2,L2,finance,read,easy,3,ALLOWED,GRANTED,vm-15,L2,finance,2,0.323245,no,3,80,alloc_status_1202
1203,user_L3,L3,L3,research,exec,medium,7,ALLOWED,GRANTED,vm-16,L3,research,1,0.45073,no,7,93,alloc_status_1203
1204,user_L4,L4,L4,finance,read,medium,5,ALLOWED,GRANTED,vm-17,L4,finance,2,0.428905,no,5,29,alloc_status_1204
1205,user_L5,L5,L5,research,read,medium,6,ALLOWED,GRANTED,vm-06,L5,research,2,0.451165,no,6,85,alloc_status_1205
1206,user_L0,L0,L0,research,exec,easy,2,ALLOWED,GRANTED,vm-07,L0,research,1,0.37356,no,2,175,alloc_status_1206
1207,user_L1,L1,L1,finance,write,easy,3,ALLOWED,GRANTED,vm-20,L1,finance,1,0.37645,no,3,166,alloc_status_1207
1208,user_L2,L2,L2,research,read,easy,3,ALLOWED,GRANTED,vm-09,L2,research,1,0.412045,yes,3,123,alloc_status_1208
1209,user_L3,L3,L3,finance,exec,medium,7,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1209
1210,user_L4,L4,L4,research,read,medium,5,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1210
1211,user_L5,L5,L5,finance,read,easy,4,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1211
1212,user_L0,L0,L0,finance,read,easy,3,ALLOWED,GRANTED,vm-01,L0,finance,2,0.17201,no,3,145,alloc_status_1212
1213,user_L1,L1,L1,research,write,easy,3,ALLOWED,GRANTED,vm-02,L1,research,2,0.295015,no,3,163,alloc_status_1213
1214,user_L2,L2,L2,finance,read,easy,4,ALLOWED,GRANTED,vm-15,L2,finance,2,0.272305,yes,4,151,alloc_status_1214
1215,user_L3,L3,L3,research,exec,medium,7,ALLOWED,GRANTED,vm-16,L3,research,1,0.455915,no,7,86,alloc_status_1215
1216,user_L4,L4,L4,finance,read,easy,3,ALLOWED,GRANTED,vm-05,L4,finance,2,0.433895,no,3,5,alloc_status_1216
1217,user_L5,L5,L5,research,read,medium,6,ALLOWED,GRANTED,vm-06,L5,research,2,0.41626,yes,6,154,alloc_status_1217
1218,user_L0,L0,L0,research,exec,easy,3,ALLOWED,GRANTED,vm-07,L0,research,1,0.375025,no,3,172,alloc_status_1218
1219,user_L1,L1,L1,finance,write,easy,4,ALLOWED,GRANTED,vm-20,L1,finance,1,0.37838,no,4,162,alloc_status_1219
1220,user_L2,L2,L2,research,read,easy,4,ALLOWED,GRANTED,vm-09,L2,research,1,0.41425,no,4,119,alloc_status_1220
1221,user_L3,L3,L3,finance,exec,medium,8,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1221
1222,user_L4,L4,L4,research,read,easy,4,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1222
1223,user_L5,L5,L5,finance,read,medium,6,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1223
1224,user_L0,L0,L0,finance,read,easy,3,ALLOWED,GRANTED,vm-13,L0,finance,2,0.17386,no,3,163,alloc_status_1224
1225,user_L1,L1,L1,research,write,easy,4,ALLOWED,GRANTED,vm-02,L1,research,2,0.29894,no,4,159,alloc_status_1225
1226,user_L2,L2,L2,finance,read,easy,3,ALLOWED,GRANTED,vm-15,L2,finance,2,0.27856,no,3,148,alloc_status_1226
1227,user_L3,L3,L3,research,exec,medium,8,ALLOWED,GRANTED,vm-16,L3,research,1,0.42059,yes,8,153,alloc_status_1227
1228,user_L4,L4,L4,finance,read,medium,5,ALLOWED,GRANTED,vm-05,L4,finance,2,0.363595,yes,5,75,alloc_status_1228
1229,user_L5,L5,L5,research,read,medium,5,ALLOWED,GRANTED,vm-06,L5,research,2,0.420135,no,5,149,alloc_status_1229
1230,user_L0,L0,L0,research,exec,easy,3,ALLOWED,GRANTED,vm-07,L0,research,1,0.377245,no,3,169,alloc_status_1230
1231,user_L1,L1,L1,finance,write,easy,3,ALLOWED,GRANTED,vm-20,L1,finance,1,0.38098,no,3,159,alloc_status_1231
1232,user_L2,L2,L2,research,read,easy,2,ALLOWED,GRANTED,vm-09,L2,research,1,0.417195,no,2,117,alloc_status_1232
1233,user_L3,L3,L3,finance,exec,medium,9,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1233
1234,user_L4,L4,L4,research,read,medium,5,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1234
1235,user_L5,L5,L5,finance,read,medium,5,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1235
1236,user_L0,L0,L0,finance,read,easy,3,ALLOWED,GRANTED,vm-01,L0,finance,2,0.177885,no,3,142,alloc_status_1236
1237,user_L1,L1,L1,research,write,medium,5,ALLOWED,GRANTED,vm-02,L1,research,2,0.30418,no,5,154,alloc_status_1237
1238,user_L2,L2,L2,finance,read,easy,3,ALLOWED,GRANTED,vm-15,L2,finance,2,0.28326,no,3,145,alloc_status_1238
1239,user_L3,L3,L3,research,exec,medium,7,ALLOWED,GRANTED,vm-16,L3,research,1,0.42574,no,7,146,alloc_status_1239
1240,user_L4,L4,L4,finance,read,easy,4,ALLOWED,GRANTED,vm-05,L4,finance,2,0.371405,no,4,71,alloc_status_1240
1241,user_L5,L5,L5,research,read,easy,4,ALLOWED,GRANTED,vm-06,L5,research,2,0.42339,no,4,145,alloc_status_1241
1242,user_L0,L0,L0,research,exec,easy,3,ALLOWED,GRANTED,vm-07,L0,research,1,0.37945,no,3,166,alloc_status_1242
1243,user_L1,L1,L1,finance,write,easy,4,ALLOWED,GRANTED,vm-20,L1,finance,1,0.382925,no,4,155,alloc_status_1243
1244,user_L2,L2,L2,research,read,easy,4,ALLOWED,GRANTED,vm-09,L2,research,1,0.41866,no,4,113,alloc_status_1244
1245,user_L3,L3,L3,finance,exec,medium,8,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1245
1246,user_L4,L4,L4,research,read,easy,3,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1246
1247,user_L5,L5,L5,finance,read,easy,4,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1247
1248,user_L0,L0,L0,finance,read,easy,3,ALLOWED,GRANTED,vm-13,L0,finance,2,0.179735,no,3,160,alloc_status_1248
1249,user_L1,L1,L1,research,write,easy,4,ALLOWED,GRANTED,vm-14,L1,research,2,0.30489,no,4,104,alloc_status_1249
1250,user_L2,L2,L2,finance,read,easy,3,ALLOWED,GRANTED,vm-15,L2,finance,2,0.28796,no,3,142,alloc_status_1250
1251,user_L3,L3,L3,research,exec,medium,7,ALLOWED,GRANTED,vm-16,L3,research,1,0.43027,no,7,139,alloc_status_1251
1252,user_L4,L4,L4,finance,read,easy,4,ALLOWED,GRANTED,vm-05,L4,finance,2,0.377695,no,4,67,alloc_status_1252
1253,user_L5,L5,L5,research,read,medium,5,ALLOWED,GRANTED,vm-06,L5,research,2,0.425955,no,5,140,alloc_status_1253
1254,user_L0,L0,L0,research,exec,easy,3,ALLOWED,GRANTED,vm-07,L0,research,1,0.381655,no,3,163,alloc_status_1254
1255,user_L1,L1,L1,finance,write,medium,5,ALLOWED,GRANTED,vm-20,L1,finance,1,0.38551,no,5,150,alloc_status_1255
1256,user_L2,L2,L2,research,read,easy,4,ALLOWED,GRANTED,vm-09,L2,research,1,0.421655,no,4,109,alloc_status_1256
1257,user_L3,L3,L3,finance,exec,medium,8,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1257
1258,user_L4,L4,L4,research,read,medium,5,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1258
1259,user_L5,L5,L5,finance,read,medium,5,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1259
1260,user_L0,L0,L0,finance,read,easy,2,ALLOWED,GRANTED,vm-01,L0,finance,2,0.18376,no,2,140,alloc_status_1260
1261,user_L1,L1,L1,research,write,easy,3,ALLOWED,GRANTED,vm-02,L1,research,2,0.31069,no,3,151,alloc_status_1261
1262,user_L2,L2,L2,finance,read,easy,4,ALLOWED,GRANTED,vm-15,L2,finance,2,0.29266,no,4,138,alloc_status_1262
1263,user_L3,L3,L3,research,exec,medium,8,ALLOWED,GRANTED,vm-16,L3,research,1,0.434765,no,8,131,alloc_status_1263
1264,user_L4,L4,L4,finance,read,easy,4,ALLOWED,GRANTED,vm-05,L4,finance,2,0.383935,no,4,63,alloc_status_1264
1265,user_L5,L5,L5,research,read,easy,4,ALLOWED,GRANTED,vm-06,L5,research,2,0.42921,no,4,136,alloc_status_1265
1266,user_L0,L0,L0,research,exec,easy,4,ALLOWED,GRANTED,vm-07,L0,research,1,0.38386,no,4,159,alloc_status_1266
1267,user_L1,L1,L1,finance,write,easy,3,ALLOWED,GRANTED,vm-20,L1,finance,1,0.38873,no,3,147,alloc_status_1267
1268,user_L2,L2,L2,research,read,easy,3,ALLOWED,GRANTED,vm-09,L2,research,1,0.4246,no,3,106,alloc_status_1268
1269,user_L3,L3,L3,finance,exec,medium,8,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1269
1270,user_L4,L4,L4,research,read,easy,4,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1270
1271,user_L5,L5,L5,finance,read,medium,6,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1271
1272,user_L0,L0,L0,finance,read,easy,3,ALLOWED,GRANTED,vm-01,L0,finance,2,0.14635,yes,3,212,alloc_status_1272
1273,user_L1,L1,L1,research,write,easy,3,ALLOWED,GRANTED,vm-14,L1,research,2,0.312715,no,3,101,alloc_status_1273
1274,user_L2,L2,L2,finance,read,easy,3,ALLOWED,GRANTED,vm-15,L2,finance,2,0.298935,no,3,135,alloc_status_1274
1275,user_L3,L3,L3,research,exec,medium,8,ALLOWED,GRANTED,vm-16,L3,research,1,0.439965,no,8,123,alloc_status_1275
1276,user_L4,L4,L4,finance,read,medium,5,ALLOWED,GRANTED,vm-05,L4,finance,2,0.390225,no,5,58,alloc_status_1276
1277,user_L5,L5,L5,research,read,medium,5,ALLOWED,GRANTED,vm-06,L5,research,2,0.43176,no,5,131,alloc_status_1277
1278,user_L0,L0,L0,research,exec,easy,3,ALLOWED,GRANTED,vm-07,L0,research,1,0.386805,no,3,156,alloc_status_1278
1279,user_L1,L1,L1,finance,write,easy,3,ALLOWED,GRANTED,vm-20,L1,finance,1,0.390675,no,3,144,alloc_status_1279
1280,user_L2,L2,L2,research,read,easy,4,ALLOWED,GRANTED,vm-09,L2,research,1,0.426805,no,4,102,alloc_status_1280
1281,user_L3,L3,L3,finance,exec,medium,8,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1281
1282,user_L4,L4,L4,research,read,easy,4,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1282
1283,user_L5,L5,L5,finance,read,easy,4,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1283
1284,user_L0,L0,L0,finance,read,easy,2,ALLOWED,GRANTED,vm-01,L0,finance,2,0.15105,no,2,210,alloc_status_1284
1285,user_L1,L1,L1,research,write,medium,5,ALLOWED,GRANTED,vm-02,L1,research,2,0.314595,no,5,146,alloc_status_1285
1286,user_L2,L2,L2,finance,read,easy,4,ALLOWED,GRANTED,vm-15,L2,finance,2,0.303635,no,4,131,alloc_status_1286
1287,user_L3,L3,L3,research,exec,medium,7,ALLOWED,GRANTED,vm-16,L3,research,1,0.445115,no,7,116,alloc_status_1287
1288,user_L4,L4,L4,finance,read,medium,5,ALLOWED,GRANTED,vm-05,L4,finance,2,0.398035,no,5,53,alloc_status_1288
1289,user_L5,L5,L5,research,read,easy,4,ALLOWED,GRANTED,vm-06,L5,research,2,0.435015,no,4,127,alloc_status_1289
1290,user_L0,L0,L0,research,exec,easy,2,ALLOWED,GRANTED,vm-07,L0,research,1,0.38906,no,2,154,alloc_status_1290
1291,user_L1,L1,L1,finance,write,easy,3,ALLOWED,GRANTED,vm-20,L1,finance,1,0.392605,no,3,141,alloc_status_1291
1292,user_L2,L2,L2,research,read,easy,3,ALLOWED,GRANTED,vm-09,L2,research,1,0.42975,no,3,99,alloc_status_1292
1293,user_L3,L3,L3,finance,exec,medium,7,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1293
1294,user_L4,L4,L4,research,read,easy,4,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1294
1295,user_L5,L5,L5,finance,read,easy,4,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1295
1296,user_L0,L0,L0,finance,read,easy,3,ALLOWED,GRANTED,vm-01,L0,finance,2,0.15416,no,3,207,alloc_status_1296
1297,user_L1,L1,L1,research,write,easy,4,ALLOWED,GRANTED,vm-14,L1,research,2,0.31859,no,4,97,alloc_status_1297
1298,user_L2,L2,L2,finance,read,easy,3,ALLOWED,GRANTED,vm-15,L2,finance,2,0.309925,no,3,128,alloc_status_1298
1299,user_L3,L3,L3,research,exec,medium,7,ALLOWED,GRANTED,vm-16,L3,research,1,0.449645,no,7,109,alloc_status_1299
1300,user_L4,L4,L4,finance,read,medium,5,ALLOWED,GRANTED,vm-05,L4,finance,2,0.405895,no,5,48,alloc_status_1300
1301,user_L5,L5,L5,research,read,medium,6,ALLOWED,GRANTED,vm-06,L5,research,2,0.437565,no,6,121,alloc_status_1301
1302,user_L0,L0,L0,research,exec,easy,2,ALLOWED,GRANTED,vm-07,L0,research,1,0.390525,no,2,152,alloc_status_1302
1303,user_L1,L1,L1,finance,write,easy,4,DENIED,PLACEMENT_DENIED,none,none,none,0,,no,0,0,alloc_status_1303
1304,user_L2,L2,L2,research,read,easy,4,ALLOWED,GRANTED,vm-09,L2,research,1,0.431955,no,4,95,alloc_status_1304
1305,user_L3,L3,L3,finance,exec,medium,7,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1305
1306,user_L4,L4,L4,research,read,medium,5,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1306
1307,user_L5,L5,L5,finance,read,easy,4,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1307
1308,user_L0,L0,L0,finance,read,easy,1,ALLOWED,GRANTED,vm-01,L0,finance,2,0.15886,no,1,206,alloc_status_1308
1309,user_L1,L1,L1,research,write,medium,5,ALLOWED,GRANTED,vm-02,L1,research,2,0.321155,no,5,141,alloc_status_1309
1310,user_L2,L2,L2,finance,read,easy,4,ALLOWED,GRANTED,vm-15,L2,finance,2,0.314625,no,4,124,alloc_status_1310
1311,user_L3,L3,L3,research,exec,medium,9,ALLOWED,GRANTED,vm-16,L3,research,1,0.45414,no,9,100,alloc_status_1311
1312,user_L4,L4,L4,finance,read,medium,5,ALLOWED,GRANTED,vm-05,L4,finance,2,0.413705,no,5,43,alloc_status_1312
1313,user_L5,L5,L5,research,read,medium,6,ALLOWED,GRANTED,vm-06,L5,research,2,0.441455,no,6,115,alloc_status_1313
1314,user_L0,L0,L0,research,exec,easy,3,ALLOWED,GRANTED,vm-07,L0,research,1,0.392005,no,3,149,alloc_status_1314
1315,user_L1,L1,L1,finance,write,medium,5,DENIED,PLACEMENT_DENIED,none,none,none,0,,no,0,0,alloc_status_1315
1316,user_L2,L2,L2,research,read,easy,3,ALLOWED,GRANTED,vm-09,L2,research,1,0.4349,no,3,92,alloc_status_1316
1317,user_L3,L3,L3,finance,exec,medium,7,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1317
1318,user_L4,L4,L4,research,read,easy,3,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1318
1319,user_L5,L5,L5,finance,read,medium,5,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1319
1320,user_L0,L0,L0,finance,read,easy,2,ALLOWED,GRANTED,vm-01,L0,finance,2,0.16045,no,2,204,alloc_status_1320
1321,user_L1,L1,L1,research,write,easy,3,ALLOWED,GRANTED,vm-14,L1,research,2,0.326435,no,3,94,alloc_status_1321
1322,user_L2,L2,L2,finance,read,easy,3,ALLOWED,GRANTED,vm-15,L2,finance,2,0.32088,no,3,121,alloc_status_1322
1323,user_L3,L3,L3,research,exec,medium,7,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1323
1324,user_L4,L4,L4,finance,read,easy,4,ALLOWED,GRANTED,vm-05,L4,finance,2,0.421515,no,4,39,alloc_status_1324
1325,user_L5,L5,L5,research,read,easy,4,ALLOWED,GRANTED,vm-06,L5,research,2,0.445315,no,4,111,alloc_status_1325
1326,user_L0,L0,L0,research,exec,easy,4,ALLOWED,GRANTED,vm-07,L0,research,1,0.39421,no,4,145,alloc_status_1326
1327,user_L1,L1,L1,finance,write,easy,4,DENIED,PLACEMENT_DENIED,none,none,none,0,,no,0,0,alloc_status_1327
1328,user_L2,L2,L2,research,read,easy,4,ALLOWED,GRANTED,vm-09,L2,research,1,0.437155,no,4,88,alloc_status_1328
1329,user_L3,L3,L3,finance,exec,medium,7,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1329
1330,user_L4,L4,L4,research,read,medium,5,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1330
1331,user_L5,L5,L5,finance,read,medium,5,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1331
1332,user_L0,L0,L0,finance,read,easy,1,ALLOWED,GRANTED,vm-01,L0,finance,2,0.16356,no,1,203,alloc_status_1332
1333,user_L1,L1,L1,research,write,medium,5,ALLOWED,GRANTED,vm-02,L1,research,2,0.32768,no,5,136,alloc_status_1333
1334,user_L2,L2,L2,finance,read,easy,3,ALLOWED,GRANTED,vm-15,L2,finance,2,0.32558,no,3,118,alloc_status_1334
1335,user_L3,L3,L3,research,exec,medium,8,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1335
1336,user_L4,L4,L4,finance,read,easy,4,ALLOWED,GRANTED,vm-05,L4,finance,2,0.427805,no,4,35,alloc_status_1336
1337,user_L5,L5,L5,research,read,medium,5,ALLOWED,GRANTED,vm-06,L5,research,2,0.447915,no,5,106,alloc_status_1337
1338,user_L0,L0,L0,research,exec,easy,2,ALLOWED,GRANTED,vm-07,L0,research,1,0.36209,yes,2,218,alloc_status_1338
1339,user_L1,L1,L1,finance,write,easy,3,DENIED,PLACEMENT_DENIED,none,none,none,0,,no,0,0,alloc_status_1339
1340,user_L2,L2,L2,research,read,easy,4,ALLOWED,GRANTED,vm-09,L2,research,1,0.4401,no,4,84,alloc_status_1340
1341,user_L3,L3,L3,finance,exec,medium,7,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1341
1342,user_L4,L4,L4,research,read,easy,3,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1342
1343,user_L5,L5,L5,finance,read,medium,6,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1343
1344,user_L0,L0,L0,finance,read,easy,2,ALLOWED,GRANTED,vm-01,L0,finance,2,0.16515,no,2,201,alloc_status_1344
1345,user_L1,L1,L1,research,write,easy,4,ALLOWED,GRANTED,vm-14,L1,research,2,0.33231,no,4,90,alloc_status_1345
1346,user_L2,L2,L2,finance,read,easy,4,ALLOWED,GRANTED,vm-15,L2,finance,2,0.33028,no,4,114,alloc_status_1346
1347,user_L3,L3,L3,research,exec,medium,8,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1347
1348,user_L4,L4,L4,finance,read,easy,4,ALLOWED,GRANTED,vm-05,L4,finance,2,0.434095,no,4,31,alloc_status_1348
1349,user_L5,L5,L5,research,read,medium,5,ALLOWED,GRANTED,vm-06,L5,research,2,0.451135,no,5,101,alloc_status_1349
1350,user_L0,L0,L0,research,exec,easy,4,ALLOWED,GRANTED,vm-07,L0,research,1,0.3634,no,4,214,alloc_status_1350
1351,user_L1,L1,L1,finance,write,easy,3,DENIED,PLACEMENT_DENIED,none,none,none,0,,no,0,0,alloc_status_1351
1352,user_L2,L2,L2,research,read,easy,4,ALLOWED,GRANTED,vm-09,L2,research,1,0.443045,no,4,80,alloc_status_1352
1353,user_L3,L3,L3,finance,exec,medium,8,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1353
1354,user_L4,L4,L4,research,read,medium,5,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1354
1355,user_L5,L5,L5,finance,read,medium,6,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1355
1356,user_L0,L0,L0,finance,read,easy,1,ALLOWED,GRANTED,vm-01,L0,finance,2,0.16826,no,1,200,alloc_status_1356
1357,user_L1,L1,L1,research,write,easy,4,ALLOWED,GRANTED,vm-02,L1,research,2,0.33419,no,4,132,alloc_status_1357
1358,user_L2,L2,L2,finance,read,easy,3,ALLOWED,GRANTED,vm-03,L2,finance,2,0.330745,no,3,64,alloc_status_1358
1359,user_L3,L3,L3,research,exec,medium,8,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1359
1360,user_L4,L4,L4,finance,read,medium,5,ALLOWED,GRANTED,vm-17,L4,finance,2,0.436765,no,5,24,alloc_status_1360
1361,user_L5,L5,L5,research,read,medium,6,ALLOWED,GRANTED,vm-18,L5,research,2,0.45243,no,6,6,alloc_status_1361
1362,user_L0,L0,L0,research,exec,easy,3,ALLOWED,GRANTED,vm-07,L0,research,1,0.365965,no,3,211,alloc_status_1362
1363,user_L1,L1,L1,finance,write,easy,3,DENIED,PLACEMENT_DENIED,none,none,none,0,,no,0,0,alloc_status_1363
1364,user_L2,L2,L2,research,read,easy,3,ALLOWED,GRANTED,vm-09,L2,research,1,0.44599,no,3,77,alloc_status_1364
1365,user_L3,L3,L3,finance,exec,medium,9,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1365
1366,user_L4,L4,L4,research,read,medium,5,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1366
1367,user_L5,L5,L5,finance,read,easy,4,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1367
1368,user_L0,L0,L0,finance,read,easy,2,ALLOWED,GRANTED,vm-01,L0,finance,2,0.16985,no,2,198,alloc_status_1368
1369,user_L1,L1,L1,research,write,medium,5,ALLOWED,GRANTED,vm-02,L1,research,2,0.300285,yes,5,202,alloc_status_1369
1370,user_L2,L2,L2,finance,read,easy,4,ALLOWED,GRANTED,vm-15,L2,finance,2,0.336555,no,4,110,alloc_status_1370
1371,user_L3,L3,L3,research,exec,medium,8,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1371
1372,user_L4,L4,L4,finance,read,medium,5,ALLOWED,GRANTED,vm-05,L4,finance,2,0.440335,no,5,26,alloc_status_1372
1373,user_L5,L5,L5,research,read,medium,5,ALLOWED,GRANTED,vm-06,L5,research,2,0.45439,no,5,96,alloc_status_1373
1374,user_L0,L0,L0,research,exec,easy,3,ALLOWED,GRANTED,vm-07,L0,research,1,0.367895,no,3,208,alloc_status_1374
1375,user_L1,L1,L1,finance,write,easy,4,DENIED,PLACEMENT_DENIED,none,none,none,0,,no,0,0,alloc_status_1375
1376,user_L2,L2,L2,research,read,easy,3,ALLOWED,GRANTED,vm-09,L2,research,1,0.448195,no,3,74,alloc_status_1376
1377,user_L3,L3,L3,finance,exec,medium,9,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1377
1378,user_L4,L4,L4,research,read,easy,3,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1378
1379,user_L5,L5,L5,finance,read,easy,4,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1379
1380,user_L0,L0,L0,finance,read,easy,1,ALLOWED,GRANTED,vm-01,L0,finance,2,0.17296,no,1,197,alloc_status_1380
